GENE,SCORE,Mutation,Expression hub,Regulator,Genomic abnormalities (CNV),meEthylation,#SIGPVALS
ZNF423,1.02111,0,3,1,0,0,0
ZNF594,1.02111,0,3,1,0,0,24
ZNF645,1.02111,0,3,1,0,0,1
ZNF843,1.02111,0,3,1,0,0,0
ZNRF3,1.02111,0,3,1,0,0,0
ZNF490,1.01977,0,5,1,1,0.0265137,2
ZNF787,1.01876,0,4,1,1,0.0148947,0
ZNF524,1.01465,0,4,1,1,0.015735,0
PBX1,1.01401,0,8,1,0,0.0605889,1
ZSCAN21,1.01316,0,44,1,1,0.489132,10
ERC1,1.01032,0,5,1,0,0.0258614,0
PAWR,1.00928,0,12,1,0,0.108865,0
ZNF684,1.00443,0,5,1,0,0.0270646,28
PAX2,1.00442,0,9,1,0,0.074377,0
ZNF555,1.00273,0,5,1,1,0.0299986,5
ZFHX4,1.00215,0.375718,3,1,1,0,0
ZDHHC5,1.00126,0,7,1,0,0.0513671,24
NFE2L3,0.998154,0,5,1,1,0.0309329,0
NR2F6,0.99487,0,7,1,1,0.055259,0
ZNF585A,0.99365,0,4,1,1,0.0200262,0
APBB1,0.993009,0,4,1,0,0.0175717,0
ZNF79,0.989954,0,4,1,0,0.0181961,6
ZNF414,0.985978,0,3,1,1,0.00976703,1
BTF3L4,0.985474,0,5,1,0,0.0309393,21
RAB6A,0.985019,0,4,1,0,0.0192049,0
ZNF180,0.983563,0,4,1,1,0.0220882,8
PANK1,0.982625,0,7,1,0,0.0551763,1
ZNF219,0.980282,0,5,1,0,0.0320004,0
DMD,0.978437,0.657577,3,1,1,0,1
NRIP1,0.978145,0,75,1,0,0.860354,7
SAP30L,0.977099,0,4,1,0,0.0208236,0
ELK1,0.975899,0,2,1,1,0,0
GRHL2,0.975899,0,2,1,1,0,0
ZNF701,0.975899,0,2,1,1,0,0
ZNF793,0.975899,0,2,1,1,0,17
ZNF81,0.975899,0,2,1,1,0,0
CNOT3,0.966388,0,4,1,1,0.0255987,1
ZNF264,0.965738,0,18,1,1,0.191315,1
WWTR1,0.965721,0,4,1,0,0.0231495,0
ATXN7L3,0.963249,0,2,1,0,0,1
HSF5,0.963249,0,2,1,0,0,1
PPP1R9B,0.963249,0,2,1,0,0,0
PTPRD,0.963249,0,2,1,0,0,2
SALL4,0.963249,0,2,1,0,0,0
SOX6,0.963249,0,2,1,0,0,8
SRC,0.963249,0,2,1,0,0,4
TCEA3,0.963249,0,2,1,0,0,2
TRIM5,0.963249,0,2,1,0,0,5
ZFYVE28,0.963249,0,2,1,0,0,0
ZIC4,0.963249,0,2,1,0,0,0
ZKSCAN2,0.963249,0,2,1,0,0,0
ZBTB3,0.960049,0,4,1,0,0.0243089,19
ZC3H10,0.95889,0,4,1,0,0.0245458,0
HDAC5,0.954388,0,3,1,0,0.0136384,5
ZNF223,0.95419,0,6,1,1,0.0517468,8
ZFP64,0.950766,0,3,1,0,0.0143789,1
FOSL1,0.949879,0,27,1,0,0.298416,1
SNF8,0.946577,0,10,1,0,0.0980267,1
NFATC4,0.944902,0,6,1,0,0.0510598,0
ZNF222,0.943258,0,14,1,1,0.1486,18
ZNF16,0.941331,0,4,1,1,0.0307206,1
ZNF174,0.940869,0,3,1,0,0.0164017,0
ZCWPW1,0.936274,0,4,1,1,0.0317542,26
PRRX2,0.934693,0,7,1,0,0.0649738,0
HEY1,0.933771,0,2,1,1,0.00861124,0
ZMIZ1,0.931764,0,78,1,0,0.905315,1
ZNF416,0.928114,0,4,1,1,0.033422,12
ABL2,0.927296,0,28,1,0,0.314861,0
MDM2,0.924621,0.752027,5,1,0,0.0304451,0
ZFP82,0.923579,0,4,1,1,0.0343488,3
PHF10,0.923439,0,3,1,0,0.0199646,2
FOXJ3,0.922692,0,8,1,0,0.0792542,16
TRIM46,0.922493,0,11,1,0,0.114777,0
ARNTL2,0.920212,0,10,1,0,0.103416,1
CASK,0.918035,0,1,1,1,0,0
EBF2,0.918035,0,1,1,1,0,0
EDA,0.918035,0,1,1,1,0,2
ZFAT,0.918035,0,1,1,1,0,0
ZNF225,0.918035,0,1,1,1,0,0
ZNF347,0.918035,0,1,1,1,0,1
ZNF470,0.918035,0,1,1,1,0,0
ZNF610,0.918035,0,1,1,1,0,30
ZNF626,0.918035,0,1,1,1,0,0
ZNF630,0.918035,0,1,1,1,0,1
ZNF675,0.918035,0,1,1,1,0,0
ZNF763,0.918035,0,1,1,1,0,5
ZNHIT2,0.914165,0,2,1,0,0.0100331,2
ZNF250,0.910945,0,2,1,1,0.0132766,16
ZNF740,0.910833,0,2,1,0,0.0107142,0
RBBP5,0.907862,0,6,1,0,0.0586306,0
C20orf20,0.905385,0,1,1,0,0,0
EBF4,0.905385,0,1,1,0,0,0
ERN1,0.905385,0,1,1,0,0,0
GRHL1,0.905385,0,1,1,0,0,3
HEYL,0.905385,0,1,1,0,0,0
HMX2,0.905385,0,1,1,0,0,2
IRX1,0.905385,0,1,1,0,0,0
NRL,0.905385,0,1,1,0,0,0
PELP1,0.905385,0,1,1,0,0,0
RAB12,0.905385,0,1,1,0,0,16
SMYD1,0.905385,0,1,1,0,0,0
VGLL3,0.905385,0,1,1,0,0,0
ZDHHC22,0.905385,0,1,1,0,0,0
ZNF598,0.905385,0,1,1,0,0,0
ZNF771,0.905385,0,1,1,0,0,0
ZNF778,0.905385,0,1,1,0,0,0
ZSWIM5,0.905385,0,1,1,0,0,0
ZNF341,0.904938,0,3,1,0,0.0237463,0
ACVR2B,0.902794,1.55596,6,1,0,0.0329086,0
ZNF653,0.900937,0,2,1,1,0.0153226,5
SAP30BP,0.899828,0,40,1,0,0.462404,0
RNF2,0.899632,0,17,1,0,0.190414,0
ZNF230,0.899063,0,4,1,1,0.0393602,4
ZNF624,0.896847,0,2,1,0,0.0135727,0
TIAM1,0.89568,0,22,1,0,0.250358,2
ZNF566,0.895301,0,3,1,1,0.0283018,21
REST,0.89497,0,3,1,0,0.0257837,0
POLR2A,0.894273,0,3,1,0,0.0259264,3
JAK3,0.894238,0.970616,2,1,1,0,0
ESRRA,0.89072,0,2,1,0,0.0148252,0
NR2F2,0.884027,0,16,1,0,0.181776,0
SCAND3,0.883073,0.2652,1,1,0,0,4
MAPK3,0.87612,0,5,1,0,0.0532914,0
NSD1,0.875531,0,2,1,0,0.0179301,0
ZNF496,0.87306,0,2,1,0,0.0184349,0
TSC22D4,0.872794,0,2,1,1,0.0210748,0
PPARGC1B,0.869931,0,23,1,0,0.267449,0
HES1,0.861515,0,3,1,0,0.0326222,0
AR,0.860172,0,0,1,1,0,0
BCL6B,0.860172,0,0,1,1,0,1
BMP15,0.860172,0,0,1,1,0,0
CCNB3,0.860172,0,0,1,1,0,0
CDX4,0.860172,0,0,1,1,0,5
CITED1,0.860172,0,0,1,1,0,0
DACH2,0.860172,0,0,1,1,0,0
EDA2R,0.860172,0,0,1,1,0,0
ETV2,0.860172,0,0,1,1,0,0
HDX,0.860172,0,0,1,1,0,1
KLF8,0.860172,0,0,1,1,0,0
NOBOX,0.860172,0,0,1,1,0,0
PAPOLB,0.860172,0,0,1,1,0,0
POU3F4,0.860172,0,0,1,1,0,0
SCAF1,0.860172,0,0,1,1,0,1
SOX3,0.860172,0,0,1,1,0,0
SSX1,0.860172,0,0,1,1,0,0
TAF1,0.860172,0,0,1,1,0,8
TBX22,0.860172,0,0,1,1,0,2
ZC3H12B,0.860172,0,0,1,1,0,9
ZCCHC13,0.860172,0,0,1,1,0,0
ZCCHC5,0.860172,0,0,1,1,0,0
ZDHHC15,0.860172,0,0,1,1,0,22
ZFP14,0.860172,0,0,1,1,0,2
ZFPM2,0.860172,0,0,1,1,0,2
ZFR2,0.860172,0,0,1,1,0,3
ZIC3,0.860172,0,0,1,1,0,0
ZIM3,0.860172,0,0,1,1,0,0
ZMAT4,0.860172,0,0,1,1,0,0
ZNF100,0.860172,0,0,1,1,0,0
ZNF208,0.860172,0,0,1,1,0,0
ZNF233,0.860172,0,0,1,1,0,0
ZNF235,0.860172,0,0,1,1,0,0
ZNF257,0.860172,0,0,1,1,0,0
ZNF283,0.860172,0,0,1,1,0,0
ZNF41,0.860172,0,0,1,1,0,0
ZNF440,0.860172,0,0,1,1,0,1
ZNF461,0.860172,0,0,1,1,0,0
ZNF479,0.860172,0,0,1,1,0,0
ZNF527,0.860172,0,0,1,1,0,1
ZNF547,0.860172,0,0,1,1,0,26
ZNF557,0.860172,0,0,1,1,0,0
ZNF568,0.860172,0,0,1,1,0,10
ZNF582,0.860172,0,0,1,1,0,0
ZNF599,0.860172,0,0,1,1,0,0
ZNF665,0.860172,0,0,1,1,0,19
ZNF674,0.860172,0,0,1,1,0,0
ZNF707,0.860172,0,0,1,1,0,0
ZNF713,0.860172,0,0,1,1,0,0
ZNF749,0.860172,0,0,1,1,0,0
ZNF780B,0.860172,0,0,1,1,0,14
ZNF786,0.860172,0,0,1,1,0,1
ZNF829,0.860172,0,0,1,1,0,0
ZNF836,0.860172,0,0,1,1,0,0
ZNF837,0.860172,0,0,1,1,0,0
ZNF90,0.860172,0,0,1,1,0,12
ZNRF4,0.860172,0,0,1,1,0,0
ZSCAN4,0.860172,0,0,1,1,0,3
ZXDA,0.860172,0,0,1,1,0,4
MC1R,0.857651,0,2,1,0,0.0215844,0
TAF6L,0.857616,0,2,1,0,0.0215917,0
IRF2BP1,0.854877,0,1,1,1,0.0129096,2
ZNF425,0.85328,0,1,1,1,0.0132364,0
POLR3A,0.851922,0,5,1,0,0.0582377,17
BMP6,0.851154,1.06753,6,1,0,0.0518636,0
ZNF462,0.850227,0.655608,1,1,0,0,0
RNPS1,0.849403,0,1,1,0,0.011443,0
PITX3,0.848135,0,4,1,0,0.0471841,0
GTF2A1,0.847739,0,1,1,0,0.0117831,0
AFAP1L2,0.847523,0,0,1,0,0,3
AICDA,0.847523,0,0,1,0,0,0
ANKRD1,0.847523,0,0,1,0,0,0
BARX1,0.847523,0,0,1,0,0,0
CCNT1,0.847523,0,0,1,0,0,0
CHURC1,0.847523,0,0,1,0,0,1
CREB3L1,0.847523,0,0,1,0,0,1
DDX4,0.847523,0,0,1,0,0,0
DMRTA2,0.847523,0,0,1,0,0,0
DNMT3L,0.847523,0,0,1,0,0,0
ELF3,0.847523,0,0,1,0,0,2
ESX1,0.847523,0,0,1,0,0,0
FIGLA,0.847523,0,0,1,0,0,0
FOXD2,0.847523,0,0,1,0,0,0
FOXR1,0.847523,0,0,1,0,0,0
HES7,0.847523,0,0,1,0,0,0
HOMEZ,0.847523,0,0,1,0,0,0
IFNG,0.847523,0,0,1,0,0,0
IL4,0.847523,0,0,1,0,0,0
INSM1,0.847523,0,0,1,0,0,0
ISX,0.847523,0,0,1,0,0,0
KLHL31,0.847523,0,0,1,0,0,2
LHX8,0.847523,0,0,1,0,0,0
LIN28B,0.847523,0,0,1,0,0,0
NEUROG2,0.847523,0,0,1,0,0,0
NHLH2,0.847523,0,0,1,0,0,1
NR0B1,0.847523,0,0,1,0,0,0
PKNOX2,0.847523,0,0,1,0,0,1
POU5F2,0.847523,0,0,1,0,0,0
PPM1L,0.847523,0,0,1,0,0,0
PRDM13,0.847523,0,0,1,0,0,0
PROX2,0.847523,0,0,1,0,0,2
PTH,0.847523,0,0,1,0,0,0
RAB40A,0.847523,0,0,1,0,0,0
RBM20,0.847523,0,0,1,0,0,0
RNF112,0.847523,0,0,1,0,0,1
RNF128,0.847523,0,0,1,0,0,1
SEBOX,0.847523,0,0,1,0,0,0
SOHLH1,0.847523,0,0,1,0,0,0
SP5,0.847523,0,0,1,0,0,0
SP7,0.847523,0,0,1,0,0,0
SRY,0.847523,0,0,1,0,0,0
TAF1L,0.847523,0,0,1,0,0,0
TAF7L,0.847523,0,0,1,0,0,0
TBL1Y,0.847523,0,0,1,0,0,0
TCEAL2,0.847523,0,0,1,0,0,0
TCEAL7,0.847523,0,0,1,0,0,0
TEAD3,0.847523,0,0,1,0,0,4
TFAP4,0.847523,0,0,1,0,0,0
TFDP3,0.847523,0,0,1,0,0,1
TRIM67,0.847523,0,0,1,0,0,0
TSHZ2,0.847523,0,0,1,0,0,7
TWIST2,0.847523,0,0,1,0,0,0
YY2,0.847523,0,0,1,0,0,0
ZCCHC12,0.847523,0,0,1,0,0,0
ZCWPW2,0.847523,0,0,1,0,0,0
ZDBF2,0.847523,0,0,1,0,0,0
ZFP57,0.847523,0,0,1,0,0,0
ZNF286A,0.847523,0,0,1,0,0,0
ZNF366,0.847523,0,0,1,0,0,0
ZNF385B,0.847523,0,0,1,0,0,0
ZNF391,0.847523,0,0,1,0,0,0
ZNF483,0.847523,0,0,1,0,0,0
ZNF620,0.847523,0,0,1,0,0,0
ZNF695,0.847523,0,0,1,0,0,0
ZNF717,0.847523,0,0,1,0,0,1
ZNF80,0.847523,0,0,1,0,0,0
ZNF852,0.847523,0,0,1,0,0,0
ZSCAN20,0.847523,0,0,1,0,0,0
ZSWIM2,0.847523,0,0,1,0,0,0
PIAS4,0.847252,0,1,1,1,0.0144683,0
ZC3H13,0.846363,0,2,1,0,0.0238919,0
ZNF668,0.842732,0,2,1,0,0.0246341,0
ZBTB6,0.841591,0,2,1,0,0.0248673,4
HMBOX1,0.841067,0,2,1,1,0.0275599,0
SKIL,0.840428,0,1,1,0,0.0132775,0
ZNF335,0.838434,0,2,1,0,0.0255126,0
RREB1,0.836472,0,2,1,0,0.0259136,0
ZNF660,0.835747,0,2,1,0,0.0260617,8
GLI3,0.832258,0,3,1,1,0.0411879,0
RAB3D,0.831745,0,1,1,1,0.0176378,4
ZBTB22,0.831046,0,2,1,0,0.0270229,0
TGIF1,0.830801,0,61,1,0,0.724886,0
HIC1,0.827937,0,3,1,0,0.0394853,0
TEAD4,0.827452,0,6,1,0,0.0750666,1
ZNF569,0.827146,0,2,1,1,0.0304055,25
CRTC1,0.82652,0,3,1,1,0.0423606,0
POLH,0.825988,0,3,1,0,0.0398839,21
ATOH8,0.825639,0,1,1,0,0.0163005,0
RAB11B,0.821115,0,4,1,1,0.0552929,0
DLX4,0.820786,0,3,1,0,0.0409471,0
ZNF155,0.82077,0,1,1,1,0.0198812,14
ZBTB1,0.820274,0,1,1,0,0.0173971,0
MLLT4,0.820171,0.667562,5,1,0,0.0532477,1
SUFU,0.820149,0,2,1,0,0.02925,0
TCEB2,0.819705,0,1,1,0,0.0175133,0
TLR3,0.819462,0,4,1,0,0.0530452,0
RNF168,0.81847,0,1,1,0,0.0177657,1
ELL3,0.815395,0,1,1,0,0.0183941,0
POU6F1,0.812299,0,2,1,0,0.0308545,0
RAB5C,0.810043,0,32,1,0,0.386136,22
TCF3,0.808653,0,72,1,1,0.862101,4
BAD,0.807946,0,17,1,0,0.209155,1
ZNF575,0.807277,0,4,1,1,0.0581213,0
PTPN1,0.807123,0,8,1,0,0.102877,0
BATF3,0.805633,0,2,1,0,0.0322173,0
PSMC5,0.80539,0,39,1,0,0.469878,3
TCF19,0.804317,0,48,1,0,0.576543,0
ZMAT5,0.80368,0,1,1,0,0.0207889,0
ERCC2,0.802031,0,4,1,1,0.0591938,0
ZNF446,0.798943,0,1,1,1,0.0243426,0
ZNF311,0.79894,1.2652,1,1,0,0,0
CDKN2A,0.798561,0,4,1,0,0.0573173,0
TEF,0.798197,0,0,1,0,0.0100824,0
ZNF596,0.79611,0,0,1,1,0.0130947,0
ZNF497,0.796083,0,1,1,1,0.0249272,0
ZNF229,0.792753,0.801343,0,1,1,0,0
RFX1,0.790075,0,0,1,1,0.0143282,0
WNT2B,0.789747,0,0,1,0,0.0118094,0
MECOM,0.789489,0,9,1,0,0.118309,0
RAB3A,0.787735,0,0,1,1,0.0148064,0
ANP32A,0.786927,0,2,1,0,0.0360408,25
ZNF37A,0.784252,1.51004,4,1,0,0.0342741,26
ZNF688,0.784225,0,2,1,0,0.0365931,0
ZSCAN22,0.782685,0,0,1,1,0.0158389,0
TRIM9,0.780869,0,1,1,0,0.0254515,0
NR3C2,0.777846,0,2,1,0,0.037897,0
ZNF442,0.777727,0,0,1,1,0.0168519,0
ZNF324B,0.777472,0.982967,0,1,1,0,0
EYA3,0.777377,0,0,1,0,0.0143378,0
ASXL3,0.776458,0.844664,0,1,0,0,0
ZNF35,0.775287,0,10,1,0,0.133039,0
ZNF460,0.773167,0.79588,1,1,1,0.0159246,0
ZNF417,0.771399,0,0,1,1,0.0181455,0
HCFC1,0.770486,1.06601,0,1,1,0,0
SUV420H2,0.770172,0,1,1,1,0.0302237,0
BBC3,0.769833,0,2,1,1,0.0421205,0
ZNF160,0.769637,0,0,1,1,0.0185056,8
RET,0.768844,0,2,1,0,0.0397371,0
ID3,0.768764,0,4,1,0,0.0634081,26
ZNF619,0.766624,0,0,1,0,0.0165361,0
IGF2BP2,0.764445,0,8,1,0,0.1116,0
ONECUT1,0.762761,0,0,1,0,0.0173255,0
ZNF540,0.7627,0,1,1,1,0.031751,18
MAML2,0.762531,0,0,1,0,0.0173725,33
MED15,0.761776,0,26,1,0,0.325039,0
ZNF396,0.761067,0,0,1,0,0.0176717,0
CBX8,0.760758,0,0,1,0,0.017735,0
ZNF670,0.76008,0,1,1,0,0.0297009,7
DHX34,0.75996,1.02319,5,1,1,0.0620246,0
ZNF643,0.759416,0,0,1,0,0.0180093,0
ZNF333,0.758935,0,0,1,1,0.0206934,0
POFUT1,0.757675,0,0,1,0,0.0183652,1
ZSWIM3,0.755589,0,1,1,0,0.0306188,2
WNT10B,0.75341,0,0,1,0,0.0192369,0
ZNF441,0.753351,0,0,1,1,0.0218346,13
GLI4,0.753128,0,0,1,1,0.0218804,0
GABPA,0.752962,0,2,1,0,0.0429831,1
ZNF641,0.752608,0,7,1,0,0.102193,0
ZBTB12,0.752271,0,0,1,0,0.01947,0
SMAD6,0.751612,0,0,1,0,0.0196044,0
LHX4,0.75122,0,0,1,0,0.0196847,0
KDM4D,0.74987,0,0,1,0,0.0199604,0
TBX15,0.749831,1.16115,0,1,0,0,0
DLX2,0.749747,0,2,1,0,0.0436404,3
TSHZ1,0.747881,0,50,1,0,0.611734,0
RCOR2,0.745591,0,0,1,0,0.0208351,0
TBX6,0.745396,0,0,1,0,0.020875,0
ZNF563,0.74466,0,0,1,1,0.023611,1
ZBTB45,0.744603,0,1,1,1,0.0354502,1
RNF167,0.739018,0,3,1,0,0.0576607,0
ESR2,0.73861,0,1,1,0,0.0340893,1
PFDN1,0.737809,0,0,1,0,0.0224258,11
ZNF667,0.735646,0,12,1,1,0.167382,3
ENG,0.731688,0,29,1,0,0.36667,7
ETV4,0.731276,0,0,1,0,0.0237613,0
APBB2,0.730886,0,0,1,0,0.0238409,0
SHOX2,0.729975,0,6,1,0,0.0949913,8
ZNF480,0.729625,0,0,1,1,0.0266843,0
NACC1,0.728875,0,0,1,1,0.0268375,1
EGR2,0.725987,0,11,1,0,0.154943,15
ZNF488,0.725227,0,0,1,0,0.0249977,0
MTA2,0.722539,1.72584,3,1,0,0.0313498,0
SRF,0.721887,0,2,1,0,0.0493352,0
ZNF345,0.718058,0,3,1,1,0.0645307,32
ELK3,0.717888,0,2,1,0,0.0501526,0
NRK,0.712736,1.60206,0,1,0,0,0
ZC3H7B,0.708355,0,0,1,0,0.0284465,3
SHH,0.706443,0,0,1,1,0.0314229,0
RAB30,0.70501,0,0,1,0,0.02913,0
FST,0.704719,0,3,1,0,0.0646716,3
TBX18,0.7044,1.70115,0,1,0,0,1
RAB17,0.704031,1.70553,0,1,0,0,0
WNT3,0.702845,0,0,1,0,0.0295725,0
HOXC8,0.702449,0,1,1,0,0.0414806,0
PRDM15,0.701657,0,2,1,0,0.05347,4
ZNF580,0.701092,0,9,1,1,0.138963,0
OTX1,0.699474,0,0,1,0,0.0302618,0
PPIL3,0.694284,0,3,1,0,0.0668044,3
DYRK1B,0.691883,0,1,1,1,0.0462261,0
RAB3B,0.68957,0,0,1,0,0.0322859,0
HEXIM2,0.688974,0,3,1,0,0.0678899,0
CTBP1,0.688665,0,20,1,0,0.269018,26
GATA6,0.687167,0,1,1,0,0.0446044,0
MAGOHB,0.6867,0,5,1,0,0.0920094,0
MLLT1,0.685189,0,0,1,1,0.035767,0
PRDM9,0.684993,1.93181,0,1,0,0,2
PDGFB,0.684636,0,1,1,0,0.0451217,27
ZNF646,0.67486,0.619789,0,1,0,0.0246341,2
RNF31,0.67477,0,7,1,0,0.118103,1
ZNF561,0.674636,0,2,1,1,0.0615791,0
ZNF615,0.674481,0,1,1,1,0.049783,0
DPF2,0.674462,0,2,1,0,0.0590291,10
ZNF259,0.673378,0,13,1,0,0.189351,0
TRAF6,0.671294,0,0,1,0,0.0360219,0
SOX5,0.669854,0.545155,0,1,0,0.0269411,0
ZBTB37,0.669524,0,0,1,0,0.0363834,1
ZNF570,0.668192,0,0,1,1,0.0392414,2
ZNF687,0.665341,0.946922,0,1,0,0.0209543,0
TTF1,0.665003,0,36,1,0,0.463092,20
GRK4,0.664205,0,0,1,0,0.0374706,1
HES4,0.660523,0,2,1,0,0.0618783,0
BCL2L2,0.657841,0,8,1,0,0.13339,0
BHLHE41,0.657723,0,1,1,0,0.050623,8
CXXC4,0.65753,0,0,1,0,0.038835,0
RAB3C,0.649332,0,0,1,0,0.0405107,1
ROCK1,0.64884,0,0,1,0,0.0406112,0
DPF1,0.644499,0,2,1,1,0.0677391,0
TAF13,0.643501,0,0,1,0,0.0417026,0
CC2D1A,0.643272,0,22,1,1,0.304537,0
PRKACA,0.643011,0,1,1,1,0.0562158,28
NPAS1,0.638488,0,0,1,1,0.045313,0
TBX3,0.63643,0,3,1,0,0.0786298,0
ZNF546,0.634221,0,0,1,1,0.0461851,23
TOP3A,0.633731,0,0,1,0,0.0436997,0
SUMO3,0.632629,0,37,1,0,0.481538,15
ZNF562,0.629892,0,0,1,1,0.0470701,0
ZNF221,0.628945,0,0,1,1,0.0472636,0
ZNF215,0.627396,0,2,1,0,0.0686494,2
ZSWIM1,0.627021,0,1,1,0,0.0568984,3
RDBP,0.626093,0,49,1,0,0.624801,0
FOXC2,0.625128,0,0,1,0,0.0454581,0
FOXL2,0.624796,0,0,1,0,0.045526,2
ZNF197,0.624053,0,1,1,0,0.0575051,6
ZNF132,0.623829,0,0,1,1,0.0483091,1
BAG1,0.622181,0,26,1,0,0.353572,1
ZNF549,0.621693,0,0,1,1,0.048746,0
YBX2,0.620954,0,0,1,0,0.0463114,0
ZNF584,0.617857,0,2,1,1,0.0731849,0
GSX2,0.615579,0,0,1,0,0.0474098,0
FOXN4,0.615161,0,1,1,0,0.0593228,0
HOXA13,0.613295,0,3,1,1,0.0859445,4
CUX2,0.610613,0,0,1,0,0.0484249,1
LMO1,0.609064,0,0,1,0,0.0487416,0
PRDM12,0.60753,0,1,1,0,0.0608825,0
TWIST1,0.603575,0,2,1,1,0.0761041,0
ATOH7,0.602789,0,0,1,0,0.0500244,0
SNRPD1,0.602265,0,36,1,0,0.475915,0
ADARB2,0.599204,0,0,1,0,0.0507569,0
NKX2-5,0.597657,0,1,1,0,0.0629006,0
FOXF2,0.597006,0,0,1,0,0.0512063,0
ZNF514,0.593185,0,26,1,0,0.359499,2
ZNF7,0.590134,0,20,1,1,0.291744,25
ZNF649,0.589819,0,0,1,1,0.0552608,0
PRKCDBP,0.58299,0,9,1,0,0.160517,0
FOXB1,0.58254,0,0,1,0,0.0541633,0
PRDM5,0.579242,0,0,1,0,0.0548375,0
FER,0.579177,0,2,1,0,0.0785052,2
NPAS3,0.577927,0,0,1,0,0.0551063,1
RELB,0.577241,0,35,1,1,0.47179,9
SIRT1,0.577055,0,35,1,0,0.469243,0
ABCA13,0.573895,0,0,0,1,0,0
ABCB4,0.573895,0,0,0,1,0,0
ABCB7,0.573895,0,0,0,1,0,1
ABCD1,0.573895,0,0,0,1,0,0
ACPT,0.573895,0,0,0,1,0,0
ACRC,0.573895,0,0,0,1,0,4
ACSBG2,0.573895,0,0,0,1,0,0
ADAM28,0.573895,0,0,0,1,0,29
ADAM32,0.573895,0,0,0,1,0,1
ADAM3A,0.573895,0,0,0,1,0,0
ADCK5,0.573895,0,0,0,1,0,1
ADCY8,0.573895,0,0,0,1,0,1
ADM2,0.573895,0,0,0,1,0,0
AGAP3,0.573895,0,0,0,1,0,32
AGPAT5,0.573895,0,0,0,1,0,0
AGR3,0.573895,0,0,0,1,0,0
AKAP4,0.573895,0,0,0,1,0,0
ALAS2,0.573895,0,0,0,1,0,0
ALOX12P2,0.573895,0,0,0,1,0,2
AMZ1,0.573895,0,0,0,1,0,0
ANO8,0.573895,0,0,0,1,0,0
AP1M2,0.573895,0,0,0,1,0,0
AP2A1,0.573895,0,0,0,1,0,0
APEX2,0.573895,0,0,0,1,0,0
APOOL,0.573895,0,0,0,1,0,5
ARHGAP33,0.573895,0,0,0,1,0,16
ARHGAP4,0.573895,0,0,0,1,0,0
ARHGEF18,0.573895,0,0,0,1,0,0
ARHGEF9,0.573895,0,0,0,1,0,6
ARMC6,0.573895,0,0,0,1,0,1
ARR3,0.573895,0,0,0,1,0,0
ARSD,0.573895,0,0,0,1,0,4
ARSE,0.573895,0,0,0,1,0,0
ASB12,0.573895,0,0,0,1,0,0
ASIC3,0.573895,0,0,0,1,0,0
ASPDH,0.573895,0,0,0,1,0,3
ATCAY,0.573895,0,0,0,1,0,5
ATG9B,0.573895,0,0,0,1,0,1
ATP11C,0.573895,0,0,0,1,0,1
ATP13A1,0.573895,0,0,0,1,0,0
ATP5J2,0.573895,0,0,0,1,0,0
ATP5SL,0.573895,0,0,0,1,0,0
ATP6AP1,0.573895,0,0,0,1,0,20
ATP6V0D2,0.573895,0,0,0,1,0,6
ATP6V0E2,0.573895,0,0,0,1,0,0
ATP7A,0.573895,0,0,0,1,0,0
ATP8B3,0.573895,0,0,0,1,0,1
ATXN3L,0.573895,0,0,0,1,0,0
AVPR2,0.573895,0,0,0,1,0,0
AWAT1,0.573895,0,0,0,1,0,7
BABAM1,0.573895,0,0,0,1,0,0
BCAP31,0.573895,0,0,0,1,0,2
BEST2,0.573895,0,0,0,1,0,0
BGN,0.573895,0,0,0,1,0,0
BIN3,0.573895,0,0,0,1,0,0
BRAT1,0.573895,0,0,0,1,0,0
BSG,0.573895,0,0,0,1,0,0
C17orf97,0.573895,0,0,0,1,0,1
C19orf25,0.573895,0,0,0,1,0,1
C19orf45,0.573895,0,0,0,1,0,0
C19orf47,0.573895,0,0,0,1,0,0
C19orf60,0.573895,0,0,0,1,0,2
C19orf66,0.573895,0,0,0,1,0,0
C19orf77,0.573895,0,0,0,1,0,3
C19orf80,0.573895,0,0,0,1,0,0
C19orf81,0.573895,0,0,0,1,0,0
C2CD4C,0.573895,0,0,0,1,0,0
C3P1,0.573895,0,0,0,1,0,0
C7orf57,0.573895,0,0,0,1,0,0
C7orf60,0.573895,0,0,0,1,0,0
C7orf61,0.573895,0,0,0,1,0,0
C7orf62,0.573895,0,0,0,1,0,0
C7orf69,0.573895,0,0,0,1,0,1
C7orf71,0.573895,0,0,0,1,0,0
C7orf73,0.573895,0,0,0,1,0,0
C8orf12,0.573895,0,0,0,1,0,0
C8orf22,0.573895,0,0,0,1,0,0
C8orf33,0.573895,0,0,0,1,0,0
C8orf34,0.573895,0,0,0,1,0,0
C8orf47,0.573895,0,0,0,1,0,0
C8orf48,0.573895,0,0,0,1,0,3
C8orf58,0.573895,0,0,0,1,0,0
C8orf59,0.573895,0,0,0,1,0,1
C8orf74,0.573895,0,0,0,1,0,0
C8orf76,0.573895,0,0,0,1,0,3
C8orf82,0.573895,0,0,0,1,0,5
CA1,0.573895,0,0,0,1,0,0
CA8,0.573895,0,0,0,1,0,0
CACNA1F,0.573895,0,0,0,1,0,0
CACNG8,0.573895,0,0,0,1,0,0
CALN1,0.573895,0,0,0,1,0,0
CAMK2B,0.573895,0,0,0,1,0,0
